,InstituteId,Institution,Course
1400,E278,"Visvesvaraya Technological University  Muddenahalli,Chickkaballapur [E278]",Aeronautical Engineering [AE]
1401,E278,"Visvesvaraya Technological University  Muddenahalli,Chickkaballapur [E278]",Electronics and Computer Engineering [ES]
1402,E278,"Visvesvaraya Technological University  Muddenahalli,Chickkaballapur [E278]",Mechanical and Smart Manufacturing [MM]
1403,E279,Visvesvaraya Technological University  Belgaum [E279],Computer Science and Business Systems [CB]
1404,E279,Visvesvaraya Technological University  Belgaum [E279],Computers Science And Engineering [CS]
1405,E279,Visvesvaraya Technological University  Belgaum [E279],Electronics and Computer Engineering [ES]
1406,E279,Visvesvaraya Technological University  Belgaum [E279],Robotics and Automation [RA]
1407,E281,"Government Engineering College  Challakere,Chitradurga [E281]",Artificial Intelligence and Machine Learning [AI]
1408,E281,"Government Engineering College  Challakere,Chitradurga [E281]",Automobile  Engineering [AU]
1409,E281,"Government Engineering College  Challakere,Chitradurga [E281]",Computers Science And Engineering [CS]
1410,E283,University of Mysore  Mysore [E283],Artificial Intelligence And Data Science [AD]
1411,E283,University of Mysore  Mysore [E283],Artificial Intelligence and Machine Learning [AI]
1412,E283,University of Mysore  Mysore [E283],BioMedical and Robotic Engineering [BR]
1414,E283,University of Mysore  Mysore [E283],Civil Environmental Engineering [CV]
1413,E283,University of Mysore  Mysore [E283],Computer Science and Design [CD]
1415,E284,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.)  Mysore [E284],Computers Science And Engineering [CS]
1416,E285,R V University  Bangalore [E285],B TECH IN COMPUTER SCIENCE AND ENGINEERING [BW]
1417,E286,"BGS College of Engineering and Technology  Mahalakshmipuram,Bangalore [E286]",Artificial Intelligence And Data Science [AD]
1418,E286,"BGS College of Engineering and Technology  Mahalakshmipuram,Bangalore [E286]",Artificial Intelligence and Machine Learning [AI]
1419,E286,"BGS College of Engineering and Technology  Mahalakshmipuram,Bangalore [E286]",Computer Science and Design [CD]
1420,E286,"BGS College of Engineering and Technology  Mahalakshmipuram,Bangalore [E286]",Computers Science And Engineering [CS]
1421,E286,"BGS College of Engineering and Technology  Mahalakshmipuram,Bangalore [E286]",Information Science and Engineering [IE]
1422,E287,Vidyashilp University  Bangalore [E287],B TECH  (HONS) COMP SCI AND ENGG(DATA SCIENCE) [BF]
1426,E288,Garden City University  Bangalore [E288],B TECH IN COMPUTER SCIENCE [DL]
1424,E288,Garden City University  Bangalore [E288],B TECH IN INFORMATION TECHNOLOGY [CW]
1425,E288,Garden City University  Bangalore [E288],B TECH IN ROBOTIC ENGINEERING [DI]
1423,E288,Garden City University  Bangalore [E288],Computers Science And Engineering [CS]
1427,E288,Garden City University  Bangalore [E288],Information Science and Engineering [IE]
1428,E289,"Visvesvaraya Technological University - Regional Center  Rajapur,Kalburgi [E289]",Computers Science And Engineering [CS]
1429,E289,"Visvesvaraya Technological University - Regional Center  Rajapur,Kalburgi [E289]",Electronics and Computer Engineering [ES]
1430,E290,Visvesvaraya Technological University - Regional Center  Mysore [E290],Computers Science And Engineering [CS]
1431,E290,Visvesvaraya Technological University - Regional Center  Mysore [E290],Mechanical Engineering [ME]
1432,E291,"Government Engineering College  Naragund,Gadag [E291]",Artificial Intelligence And Data Science [AD]
1433,E291,"Government Engineering College  Naragund,Gadag [E291]",Computers Science And Engineering [CS]
1434,E292,Government Engineering College  Bidar [E292],Artificial Intelligence And Data Science [AD]
1435,E292,Government Engineering College  Bidar [E292],Computers Science And Engineering [CS]
1436,E297,"ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY  YELAHANKA, BANGALORE [E297]",Artificial Intelligence and Machine Learning [AI]
1437,E297,"ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY  YELAHANKA, BANGALORE [E297]",Computers Science And Engineering [CS]
1438,E297,"ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY  YELAHANKA, BANGALORE [E297]",Data Sciences [DC]
1439,E297,"ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY  YELAHANKA, BANGALORE [E297]",Electronics and Communication Engineering [EC]
1440,E297,"ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY  YELAHANKA, BANGALORE [E297]",Electronics and Computer Engineering [ES]
1441,E297,"ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY  YELAHANKA, BANGALORE [E297]",Information Science and Engineering [IE]
1442,E299,"Ghousia Institute of Technology for Women, Bangalore  BANGALORE [E299]",Computers Science And Engineering [CS]
1443,E299,"Ghousia Institute of Technology for Women, Bangalore  BANGALORE [E299]",Electronics and Communication Engineering [EC]
1444,E299,"Ghousia Institute of Technology for Women, Bangalore  BANGALORE [E299]",Information Science and Engineering [IE]
1445,E300,"AKASH INTITUTE OF ENGINEERING AND TECHNOLOGY  KASABA HOBLI, BANGALORE RURAL [E300]",Artificial Intelligence And Data Science [AD]
1446,E300,"AKASH INTITUTE OF ENGINEERING AND TECHNOLOGY  KASABA HOBLI, BANGALORE RURAL [E300]","Computer Science Engineering-AI, Machine Learning [CA]"
1448,E300,"AKASH INTITUTE OF ENGINEERING AND TECHNOLOGY  KASABA HOBLI, BANGALORE RURAL [E300]",Computer Science Engineering-Cyber Security [CY]
1449,E300,"AKASH INTITUTE OF ENGINEERING AND TECHNOLOGY  KASABA HOBLI, BANGALORE RURAL [E300]",Computer Science Engineering-Data Sciences [DS]
1447,E300,"AKASH INTITUTE OF ENGINEERING AND TECHNOLOGY  KASABA HOBLI, BANGALORE RURAL [E300]",Computers Science And Engineering [CS]
1450,E300,"AKASH INTITUTE OF ENGINEERING AND TECHNOLOGY  KASABA HOBLI, BANGALORE RURAL [E300]",Electronics and Communication Engineering [EC]
1451,E300,"AKASH INTITUTE OF ENGINEERING AND TECHNOLOGY  KASABA HOBLI, BANGALORE RURAL [E300]",Information Science and Engineering [IE]
1452,E300,"AKASH INTITUTE OF ENGINEERING AND TECHNOLOGY  KASABA HOBLI, BANGALORE RURAL [E300]",Mechanical Engineering [ME]
1453,E301,KISHKINDA UNIVERSITY  BELLARI [E301],Computers Science And Engineering [CS]
1455,E301,KISHKINDA UNIVERSITY  BELLARI [E301],Electrical And Electronics Engineering [EE]
1454,E301,KISHKINDA UNIVERSITY  BELLARI [E301],Electronics and Communication Engineering [EC]
1456,E302,"AMITY UNIVERSITY  DEVANAHALLI ,BANAGLORE [E302]",B TECH IN COMP SCI & ENGG (AI & ML) [AM]
1457,E302,"AMITY UNIVERSITY  DEVANAHALLI ,BANAGLORE [E302]",B TECH IN COMPUTER SCIENCE AND ENGINEERING [BW]
1463,E303,"G M UNIVERSITY  KARUR VILLAGE, DAVANGERE [E303]",B TECH IN COMPUTER SCIENCE (AIML) [LE]
1464,E303,"G M UNIVERSITY  KARUR VILLAGE, DAVANGERE [E303]",B TECH IN COMPUTER SCIENCE (CLOUD [LF]
1465,E303,"G M UNIVERSITY  KARUR VILLAGE, DAVANGERE [E303]",B TECH IN COMPUTER SCIENCE (CYBER SECURITY) [LG]
1462,E303,"G M UNIVERSITY  KARUR VILLAGE, DAVANGERE [E303]",B TECH IN COMPUTER SCIENCE (DATA SCIENCE) [LD]
1466,E303,"G M UNIVERSITY  KARUR VILLAGE, DAVANGERE [E303]",B TECH IN COMPUTER SCIENCE (INFORMATION) [LH]
1468,E303,"G M UNIVERSITY  KARUR VILLAGE, DAVANGERE [E303]",B TECH IN COMPUTER SCIENCE (INTERNET OF THINGS) [LK]
1460,E303,"G M UNIVERSITY  KARUR VILLAGE, DAVANGERE [E303]",B TECH IN COMPUTER SCIENCE AND ENGINEERING [BW]
1459,E303,"G M UNIVERSITY  KARUR VILLAGE, DAVANGERE [E303]",B TECH IN ELECTRICAL & ELECTRONICS ENGINEERING [BJ]
1458,E303,"G M UNIVERSITY  KARUR VILLAGE, DAVANGERE [E303]",B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING [BB]
1461,E303,"G M UNIVERSITY  KARUR VILLAGE, DAVANGERE [E303]",B TECH IN INFORMATION SCIENCE ENGINEERING [CU]
1467,E303,"G M UNIVERSITY  KARUR VILLAGE, DAVANGERE [E303]",BTECH IN COMPUTER SCIENCE & ENGG(BUSINESS SYSTEMS) [LJ]
