,InstituteId,InstituteName,Institution,CourseName,Course,Location,City,BranchCode,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR,AvgCutoffRank,Category-1_min,Category-1_max,Category-2A_min,Category-2A_max,Category-2B_min,Category-2B_max,Category-3A_min,Category-3A_max,Category-3B_min,Category-3B_max,Category-GM_min,Category-GM_max,Category-SC_min,Category-SC_max,Category-ST_min,Category-ST_max
639,E105,Nitte Meenakshi Institutute of Technology  Bangalore,Nitte Meenakshi Institutute of Technology  Bangalore [E105],Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning [AI],"Yelahanka, Bengaluru",Bengaluru,AI,15829,0,0,15637,0,25841,15358,0,0,12540,0,0,13208,0,0,11384,12645,16667,38837,0,85263,35909,0,0,24926,15829,15829,15637,25841,15358,15358,12540,12540,13208,13208,11384,16667,38837,85263,35909,35909
39,E005,R. V. College of Engineering  Bangalore,R. V. College of Engineering  Bangalore [E005],Aero Space Engineering,Aero Space Engineering [SE],"Mysuru Rd,Bengaluru",Bengaluru,SE,6874,84957,0,11791,0,13993,15163,0,0,5745,0,0,5913,0,0,4868,0,13570,24839,0,78663,36229,0,0,25217,6874,84957,11791,13993,15163,15163,5745,5745,5913,5913,4868,13570,24839,78663,36229,36229
71,E007,Dayananda Sagar College of Engineering  Bangalore,Dayananda Sagar College of Engineering  Bangalore [E007],"CS-Internet of things,Cyber Security(Block Chain)","CS-Internet of things,Cyber Security(Block Chain) [IC]","Kumaraswamy Layout, Bengaluru",Bengaluru,IC,13387,0,0,13363,0,16370,12789,0,0,12020,0,0,10689,36677,0,10560,0,14165,45334,0,74186,44487,0,0,25335,13387,13387,13363,16370,12789,12789,12020,12020,10689,36677,10560,14165,45334,74186,44487,44487
86,E008,Bangalore Institute of Technology  Bangalore,Bangalore Institute of Technology  Bangalore [E008],Information Science and Engineering,Information Science and Engineering [IE],"Basavanagudi, Bengaluru",Bengaluru,IE,9404,0,0,12535,15948,12940,9976,0,0,9309,0,0,9386,0,11800,9132,0,11664,44407,57533,56120,40080,0,70681,25394,9404,9404,12535,15948,9976,9976,9309,9309,9386,11800,9132,11664,44407,57533,40080,70681
637,E105,Nitte Meenakshi Institutute of Technology  Bangalore,Nitte Meenakshi Institutute of Technology  Bangalore [E105],Artificial Intelligence And Data Science,Artificial Intelligence And Data Science [AD],"Yelahanka, Bengaluru",Bengaluru,AD,16180,0,0,15288,0,20607,18576,0,0,14136,23864,0,0,0,0,13937,0,17734,44093,0,69831,0,0,0,25424,16180,16180,15288,20607,18576,18576,14136,23864,0,0,13937,17734,44093,69831,0,0
226,E034,Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad,Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad [E034],Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning [AI],"Dhavalagiri, Dharwad",Dharwad,AI,24319,0,37061,16107,0,0,17134,0,0,20686,0,25732,15671,0,0,15056,18780,15577,50697,0,0,50202,0,0,25585,24319,37061,16107,16107,17134,17134,20686,25732,15671,15671,15056,18780,50697,50697,50202,50202
593,E099,New Horizon College of Engineering  Bangalore,New Horizon College of Engineering  Bangalore [E099],Computers Science And Engineering,Computers Science And Engineering [CS],"Kadabeesanahalli, Bengaluru",Bengaluru,CS,15067,0,18551,13035,21006,15684,19332,0,24155,10607,0,0,11085,0,14299,9034,16885,13797,39418,52441,47932,37232,60105,46949,25611,15067,18551,13035,21006,19332,24155,10607,10607,11085,14299,9034,16885,39418,52441,37232,60105
229,E034,Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad,Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad [E034],Computers Science And Engineering,Computers Science And Engineering [CS],"Dhavalagiri, Dharwad",Dharwad,CS,13322,0,0,14166,0,15701,0,0,0,13294,0,0,13568,0,0,12241,16913,14379,37632,42724,45185,29011,0,67369,25808,13322,13322,14166,15701,0,0,13294,13294,13568,13568,12241,16913,37632,45185,29011,67369
60,E007,Dayananda Sagar College of Engineering  Bangalore,Dayananda Sagar College of Engineering  Bangalore [E007],Computer Science and Business Systems,Computer Science and Business Systems [CB],"Kumaraswamy Layout, Bengaluru",Bengaluru,CB,10862,0,0,13860,0,28801,17779,0,0,10659,71540,0,11620,0,23835,9901,0,20499,44468,0,0,50544,0,0,26197,10862,10862,13860,28801,17779,17779,10659,71540,11620,23835,9901,20499,44468,44468,50544,50544
659,E107,B N M Institute of Technology  Bangalore,B N M Institute of Technology  Bangalore [E107],Computers Science And Engineering,Computers Science And Engineering [CS],"Banashankari, Bengaluru",Bengaluru,CS,14438,0,0,15225,18219,18362,13451,0,0,12210,0,0,13463,0,15867,12005,14911,15634,48891,62833,51731,43761,0,50027,26314,14438,14438,15225,18362,13451,13451,12210,12210,13463,15867,12005,15634,48891,62833,43761,50027
67,E007,Dayananda Sagar College of Engineering  Bangalore,Dayananda Sagar College of Engineering  Bangalore [E007],Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"Kumaraswamy Layout, Bengaluru",Bengaluru,EC,20194,0,0,15524,18899,16983,21780,0,0,11946,0,16636,12079,0,18241,11067,18836,14255,49355,0,65011,51477,0,59056,26333,20194,20194,15524,18899,21780,21780,11946,16636,12079,18241,11067,18836,49355,65011,51477,59056
359,E057,JSS Science and Technology University(Formerly SJCE)  Mysore,JSS Science and Technology University(Formerly SJCE)  Mysore [E057],Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"University Of Mysore Campus, Mysore",Mysore,EC,20407,0,0,10701,0,0,0,32202,0,9221,0,12129,7837,0,0,7663,0,9780,41952,0,109773,28005,0,0,26333,20407,20407,10701,10701,32202,32202,9221,12129,7837,7837,7663,9780,41952,109773,28005,28005
837,E141,P E S University (Electronic City Campus)  Bangalore,P E S University (Electronic City Campus)  Bangalore [E141],B TECH IN COMPUTER SCIENCE AND ENGINEERING,B TECH IN COMPUTER SCIENCE AND ENGINEERING [BW],"Electronic city,Bengaluru",Bengaluru,BW,12470,0,24366,9573,19986,13565,12313,0,18436,7728,23020,9724,7888,13948,11430,5600,13003,9662,39065,65997,62131,51698,73433,84322,26789,12470,24366,9573,19986,12313,18436,7728,23020,7888,13948,5600,13003,39065,65997,51698,84322
1057,E178,The National Institute of Engineering(NORTH CAMPUS)  Mysore,The National Institute of Engineering(NORTH CAMPUS)  Mysore [E178],Information Science and Engineering,Information Science and Engineering [IE],Mysore,Mysore,IE,15298,0,0,12798,18103,13137,18586,0,32837,8762,0,11516,9983,0,10677,8245,15171,10390,36412,57152,65877,31893,75908,56943,26825,15298,15298,12798,18103,18586,32837,8762,11516,9983,10677,8245,15171,36412,65877,31893,75908
580,E097,C M R Institute of Technology  Bangalore,C M R Institute of Technology  Bangalore [E097],Computers Science And Engineering,Computers Science And Engineering [CS],"Brookefield, Bengaluru",Bengaluru,CS,14970,0,0,15957,19721,20262,18350,0,0,14841,0,0,15478,0,18255,13866,18450,17466,40015,50768,61200,43388,0,47218,26887,14970,14970,15957,20262,18350,18350,14841,14841,15478,18255,13866,18450,40015,61200,43388,47218
1055,E178,The National Institute of Engineering(NORTH CAMPUS)  Mysore,The National Institute of Engineering(NORTH CAMPUS)  Mysore [E178],"Computer Science Engineering-AI, Machine Learning","Computer Science Engineering-AI, Machine Learning [CA]",Mysore,Mysore,CA,18813,44276,18921,13614,0,15017,17339,0,0,10008,0,0,10192,0,0,9871,11835,13631,34553,0,69745,45343,0,77626,27385,18813,44276,13614,15017,17339,17339,10008,10008,10192,10192,9871,13631,34553,69745,45343,77626
90,E009,P E S University (Ring Road Campus)  Bangalore,P E S University (Ring Road Campus)  Bangalore [E009],B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING,B TECH IN ELECTRONICS & COMMUNICATION ENGINEERING [BB],"Banashankari, Bengaluru",Bengaluru,BB,14394,0,15889,10095,20104,13113,10391,0,28670,6592,0,9836,8209,0,10785,5898,18121,9032,44284,53958,76457,48914,88652,60206,27680,14394,15889,10095,20104,10391,28670,6592,9836,8209,10785,5898,18121,44284,76457,48914,88652
439,E071,Vidya Vardhaka College of Engineering  Mysuru,Vidya Vardhaka College of Engineering  Mysuru [E071],Computers Science And Engineering,Computers Science And Engineering [CS],"Gokulam, Mysore",Mysore,CS,17757,0,0,14172,18578,19501,20952,0,35176,13247,0,17877,13406,0,16068,12126,13337,15385,40863,55170,51141,36437,69852,48341,27862,17757,17757,14172,19501,20952,35176,13247,17877,13406,16068,12126,15385,40863,55170,36437,69852
210,E031,Basaveshwara Engineering College  Bagalkot,Basaveshwara Engineering College  Bagalkot [E031],Computers Science And Engineering,Computers Science And Engineering [CS],"Vidayagiri, Bagalkot",Bagalkot,CS,24852,0,0,18918,0,23756,26035,0,0,17619,0,21733,17577,18027,0,16243,16436,17530,40925,42843,45902,40849,0,57717,27935,24852,24852,18918,23756,26035,26035,17619,21733,17577,18027,16243,17530,40925,45902,40849,57717
1323,E241,KLE Technological University(Formerly BVBCET)  Dharward Dist,KLE Technological University(Formerly BVBCET)  Dharward Dist [E241],Computer Science Engineering-Artificial Intel.,Computer Science Engineering-Artificial Intel. [CF],Dharwad,Dharwad,CF,19107,0,0,13024,0,16658,14321,45466,0,11522,0,0,8367,0,0,7827,9966,12613,33824,0,44120,53014,0,105363,28228,19107,19107,13024,16658,14321,45466,11522,11522,8367,8367,7827,12613,33824,44120,53014,105363
28,E005,R. V. College of Engineering  Bangalore,R. V. College of Engineering  Bangalore [E005],Chemical Engineering,Chemical Engineering [CH],"Mysuru Rd,Bengaluru",Bengaluru,CH,0,0,0,17358,0,0,30330,0,0,19987,0,32880,0,0,0,14949,30808,20760,58987,0,0,0,0,0,28257,0,0,17358,17358,30330,30330,19987,32880,0,0,14949,30808,58987,58987,0,0
382,E060,"Dr. Ambedkar Institute Of Technology  Jnanabharathi Campus,Bangalore","Dr. Ambedkar Institute Of Technology  Jnanabharathi Campus,Bangalore [E060]",Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning [AI],"Jnanabharathi Campus, Bengaluru",Bengaluru,AI,20710,0,0,21923,0,31532,0,0,0,19924,0,0,21217,0,0,18685,24359,23678,47390,0,0,55009,0,0,28442,20710,20710,21923,31532,0,0,19924,19924,21217,21217,18685,24359,47390,47390,55009,55009
1397,E275,"R V Institute of Technology and Management  JP Nagar, Bengaluru","R V Institute of Technology and Management  JP Nagar, Bengaluru [E275]",Computers Science And Engineering,Computers Science And Engineering [CS],"JP nagar,Bengaluru",Bengaluru,CS,16443,0,0,13066,22927,16997,13994,0,25649,11826,0,0,10974,0,18934,10575,14242,15726,42814,59974,71994,53240,0,66716,28593,16443,16443,13066,22927,13994,25649,11826,11826,10974,18934,10575,15726,42814,71994,53240,66716
61,E007,Dayananda Sagar College of Engineering  Bangalore,Dayananda Sagar College of Engineering  Bangalore [E007],Computer Science and Design,Computer Science and Design [CD],"Kumaraswamy Layout, Bengaluru",Bengaluru,CD,12185,66459,22246,14337,0,0,13396,0,37558,15564,0,0,11643,0,0,11288,0,17362,57878,0,0,64517,0,0,28702,12185,66459,14337,14337,13396,37558,15564,15564,11643,11643,11288,17362,57878,57878,64517,64517
767,E126,"B M S Institute of Technology and Management  Yelahanka, Bangalore","B M S Institute of Technology and Management  Yelahanka, Bangalore [E126]",Information Science and Engineering,Information Science and Engineering [IE],"Yelahanka,Bengaluru",Bengaluru,IE,11728,0,0,12032,18507,15495,14631,0,31762,10968,0,13207,10461,0,13268,9744,18432,12490,46031,78831,66073,49500,55282,57816,28750,11728,11728,12032,18507,14631,31762,10968,13207,10461,13268,9744,18432,46031,78831,49500,57816
597,E099,New Horizon College of Engineering  Bangalore,New Horizon College of Engineering  Bangalore [E099],Information Science and Engineering,Information Science and Engineering [IE],"Kadabeesanahalli, Bengaluru",Bengaluru,IE,16429,29422,0,15527,24205,18856,19465,0,34528,14006,0,20174,15600,0,0,12776,17825,17112,52659,0,53579,54621,0,78219,29117,16429,29422,15527,24205,19465,34528,14006,20174,15600,15600,12776,17825,52659,53579,54621,78219
232,E034,Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad,Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad [E034],Information Science and Engineering,Information Science and Engineering [IE],"Dhavalagiri, Dharwad",Dharwad,IE,0,0,0,15588,0,16464,19495,0,0,17292,0,0,14527,0,0,14026,19342,14261,46115,0,93091,51677,0,0,29261,0,0,15588,16464,19495,19495,17292,17292,14527,14527,14026,19342,46115,93091,51677,51677
152,E016,Siddaganga Institute of Technology  Tumkur,Siddaganga Institute of Technology  Tumkur [E016],Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"Bangalore - Honnavar Rd,Tumakuru",Tumakuru,EC,17417,0,0,18150,0,25433,20783,0,0,13540,0,14746,14016,0,0,13211,0,14693,45838,57884,59909,43209,0,53189,29429,17417,17417,18150,25433,20783,20783,13540,14746,14016,14016,13211,14693,45838,59909,43209,53189
387,E060,"Dr. Ambedkar Institute Of Technology  Jnanabharathi Campus,Bangalore","Dr. Ambedkar Institute Of Technology  Jnanabharathi Campus,Bangalore [E060]",Information Science and Engineering,Information Science and Engineering [IE],"Jnanabharathi Campus, Bengaluru",Bengaluru,IE,0,0,21637,19119,0,0,21014,0,0,18366,0,0,17696,0,0,16568,21046,19580,41594,83131,0,45406,0,0,29559,21637,21637,19119,19119,21014,21014,18366,18366,17696,17696,16568,21046,41594,83131,45406,45406
1326,E241,KLE Technological University(Formerly BVBCET)  Dharward Dist,KLE Technological University(Formerly BVBCET)  Dharward Dist [E241],Electronics and Communication Engineering,Electronics and Communication Engineering [EC],Dharwad,Dharwad,EC,23702,0,23964,15010,16211,20049,16858,0,22557,16077,0,16833,14207,0,16822,11162,13384,16455,44744,47937,74837,59948,64821,61054,29831,23702,23964,15010,20049,16858,22557,16077,16833,14207,16822,11162,16455,44744,74837,59948,64821
8,E002,S K S J T Institute of Engineering.  Bangalore,S K S J T Institute of Engineering.  Bangalore [E002],Computers Science And Engineering,Computers Science And Engineering [CS],"Sampangi Rama Nagar, Bengaluru",Bengaluru,CS,24899,0,0,28336,0,0,0,0,0,23794,0,0,25299,0,25427,23163,24419,0,32790,36626,43970,34511,0,36547,29981,24899,24899,28336,28336,0,0,23794,23794,25299,25427,23163,24419,32790,43970,34511,36547
326,E048,"B M S College of Engineering  Basavanagudi,Bangalore","B M S College of Engineering  Basavanagudi,Bangalore [E048]",Electronics and Telecommunication Engineering,Electronics and Telecommunication Engineering [ET],"Basavanagudi,Bengaluru",Bengaluru,ET,21035,0,0,12027,0,0,25048,0,60973,11091,0,0,9876,35830,0,8417,0,16939,44096,0,0,85612,0,0,30085,21035,21035,12027,12027,25048,60973,11091,11091,9876,35830,8417,16939,44096,44096,85612,85612
27,E005,R. V. College of Engineering  Bangalore,R. V. College of Engineering  Bangalore [E005],Civil Engineering,Civil Engineering [CE],"Mysuru Rd,Bengaluru",Bengaluru,CE,26694,0,0,31724,0,38205,20700,0,0,0,0,0,19240,38667,0,18609,0,30465,46652,0,0,32690,0,0,30364,26694,26694,31724,38205,20700,20700,0,0,19240,38667,18609,30465,46652,46652,32690,32690
389,E061,University B.D.T. college of Engineering  Davangere,University B.D.T. college of Engineering  Davangere [E061],Computers Science And Engineering,Computers Science And Engineering [CS],Davanagere,Davanagere,CS,23587,0,0,21570,0,24902,23213,0,29745,26597,54469,0,19751,0,0,19330,20227,20821,37460,0,39762,44711,0,50828,30464,23587,23587,21570,24902,23213,29745,26597,54469,19751,19751,19330,20821,37460,39762,44711,50828
492,E082,J S S Academy of Technical Education  Bangalore,J S S Academy of Technical Education  Bangalore [E082],Computers Science And Engineering,Computers Science And Engineering [CS],"Dr.Vishnuvardhan Rd, Srinivapura Post, Bengaluru",Bengaluru,CS,17974,0,0,18786,23826,23906,21055,0,0,15303,0,0,15412,0,18377,13726,21123,15003,50893,63531,65786,47028,0,59540,30704,17974,17974,18786,23906,21055,21055,15303,15303,15412,18377,13726,21123,50893,65786,47028,59540
1399,E275,"R V Institute of Technology and Management  JP Nagar, Bengaluru","R V Institute of Technology and Management  JP Nagar, Bengaluru [E275]",Information Science and Engineering,Information Science and Engineering [IE],"JP nagar,Bengaluru",Bengaluru,IE,18493,34308,0,15813,0,18288,24705,0,31602,12852,0,0,12996,0,0,12685,24528,15991,60964,0,89630,58817,0,0,30833,18493,34308,15813,18288,24705,31602,12852,12852,12996,12996,12685,24528,60964,89630,58817,58817
646,E105,Nitte Meenakshi Institutute of Technology  Bangalore,Nitte Meenakshi Institutute of Technology  Bangalore [E105],Information Science and Engineering,Information Science and Engineering [IE],"Yelahanka, Bengaluru",Bengaluru,IE,14837,0,20460,14579,21692,16065,18539,0,0,11975,0,14443,12709,0,14449,11525,17523,12663,48420,71443,67457,51608,72636,74478,30921,14837,20460,14579,21692,18539,18539,11975,14443,12709,14449,11525,17523,48420,71443,51608,74478
722,E118,RNS Institute of Technology  Bangalore,RNS Institute of Technology  Bangalore [E118],Artificial Intelligence And Data Science,Artificial Intelligence And Data Science [AD],"RR Nagar, Bengaluru",Bengaluru,AD,21511,0,0,20105,0,21060,0,0,0,16274,24920,0,15079,0,0,14901,0,16701,43141,0,93818,55744,0,0,31204,21511,21511,20105,21060,0,0,16274,24920,15079,15079,14901,16701,43141,93818,55744,55744
35,E005,R. V. College of Engineering  Bangalore,R. V. College of Engineering  Bangalore [E005],Electronics and Telecommunication Engineering,Electronics and Telecommunication Engineering [ET],"Mysuru Rd,Bengaluru",Bengaluru,ET,0,0,0,6738,0,16284,9975,0,0,0,0,0,5457,0,0,4663,0,12245,34304,0,36070,67522,119357,0,31261,0,0,6738,16284,9975,9975,0,0,5457,5457,4663,12245,34304,36070,67522,119357
1398,E275,"R V Institute of Technology and Management  JP Nagar, Bengaluru","R V Institute of Technology and Management  JP Nagar, Bengaluru [E275]",Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"JP nagar,Bengaluru",Bengaluru,EC,21702,0,48973,21027,0,0,25252,0,0,19057,0,25592,15586,0,0,15290,32307,18066,61523,0,0,71338,0,0,31309,21702,48973,21027,21027,25252,25252,19057,25592,15586,15586,15290,32307,61523,61523,71338,71338
477,E079,Acharya Institute of Technology  Bangalore,Acharya Institute of Technology  Bangalore [E079],Computers Science And Engineering,Computers Science And Engineering [CS],"Hessarghatta Road,Bengaluru",Bengaluru,CS,24281,0,0,21015,24223,25736,26621,0,0,18190,0,0,18225,0,23501,17678,19674,22810,53339,59893,61848,43683,0,43942,31541,24281,24281,21015,25736,26621,26621,18190,18190,18225,23501,17678,22810,53339,61848,43683,43942
1215,E212,Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore,Dayananda Sagar Academy of Technology  Kanakapur Main Road Bangalore [E212],Computer Science Engineering-Artificial Intel.,Computer Science Engineering-Artificial Intel. [CF],"Kanakapur,Bengaluru",Bengaluru,CF,26234,0,0,26132,0,32759,29337,0,0,20813,0,0,22898,0,0,20526,34298,22632,58391,0,0,53024,0,0,31549,26234,26234,26132,32759,29337,29337,20813,20813,22898,22898,20526,34298,58391,58391,53024,53024
592,E099,New Horizon College of Engineering  Bangalore,New Horizon College of Engineering  Bangalore [E099],Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning [AI],"Kadabeesanahalli, Bengaluru",Bengaluru,AI,17907,0,25974,17689,39930,20332,24523,0,0,17379,0,21757,18903,0,0,15820,19503,19050,57915,0,85920,74655,0,0,31817,17907,25974,17689,39930,24523,24523,17379,21757,18903,18903,15820,19503,57915,85920,74655,74655
